time,sub,run,half,fROI-lFFA-lffa-lloc-splithalf-01,fROI-lFFA-lffa-lloc-splithalf-02,fROI-lMMPFC-lmmpfc-ls2-splithalf-01,fROI-lMMPFC-lmmpfc-ls2-splithalf-02,fROI-lSTS-lsts-lloc-splithalf-01,fROI-lSTS-lsts-lloc-splithalf-02,fROI-rFFA-rffa-rloc-splithalf-01,fROI-rFFA-rffa-rloc-splithalf-02,fROI-rMMPFC-rmmpfc-rs2-splithalf-01,fROI-rMMPFC-rmmpfc-rs2-splithalf-02,fROI-rSTS-rsts-rloc-splithalf-01,fROI-rSTS-rsts-rloc-splithalf-02
63,pixar002,run-01,splithalf-01,,0.13858089,,1.2164929,,0.5895618,,0.75109196,,0.6905159,,1.0399067
64,pixar002,run-01,splithalf-01,,-0.049510736,,0.65226346,,-0.33056778,,0.5308422,,0.51316226,,0.57534206
65,pixar002,run-01,splithalf-01,,0.75755817,,0.53806955,,-0.539843,,0.08742345,,0.3317209,,0.9326603
66,pixar002,run-01,splithalf-01,,0.30126357,,0.3146345,,0.10412876,,0.56512,,0.52550566,,0.15753523
67,pixar002,run-01,splithalf-01,,0.24894352,,-0.042265065,,1.1309988,,0.4144768,,0.6873411,,0.33455962
68,pixar002,run-01,splithalf-01,,0.24538049,,-0.28596035,,-0.5888437,,1.2116101,,0.31808856,,0.3372265
69,pixar002,run-01,splithalf-01,,0.68591225,,0.62094915,,0.3326335,,1.4805056,,0.5800346,,0.680283
70,pixar002,run-01,splithalf-01,,-0.27164993,,0.6178895,,-0.0009405434,,1.5181195,,0.34475893,,0.8902713
71,pixar002,run-01,splithalf-01,,0.15269075,,0.25171432,,-0.87465477,,0.9461939,,0.6730701,,0.570989
72,pixar002,run-01,splithalf-01,,-0.17811708,,0.10783453,,-0.85700434,,0.3725208,,-0.050744586,,0.22247767
73,pixar002,run-01,splithalf-01,,0.02947044,,0.5144352,,0.63539755,,0.6413371,,0.19437663,,-0.12015425
74,pixar002,run-01,splithalf-01,,-0.5079357,,0.32589608,,-0.53152704,,0.99066067,,0.52907836,,0.35309547
75,pixar002,run-01,splithalf-01,,-0.3081715,,0.3796108,,-0.1659276,,0.88240206,,0.42788142,,0.3226779
76,pixar002,run-01,splithalf-01,,-0.41212368,,0.35841972,,-0.32637605,,0.6049925,,0.20511603,,0.5625962
77,pixar002,run-01,splithalf-01,,-0.5844881,,-0.0036907285,,-0.74851096,,0.3317427,,0.41356236,,0.48904514
78,pixar002,run-01,splithalf-01,,0.05540205,,-0.38622588,,-0.4648654,,0.5264576,,-0.0009498388,,0.51777655
79,pixar002,run-01,splithalf-01,,-0.21493208,,0.29253384,,0.33644205,,0.26131383,,1.011637,,0.2035836
80,pixar002,run-01,splithalf-01,,-0.50218046,,0.20673719,,-0.5127093,,-0.1470973,,-0.11509085,,-0.25981075
81,pixar002,run-01,splithalf-01,,-0.23533316,,-0.20445874,,-0.1511904,,-0.5579319,,-0.42875075,,0.5523038
0,pixar002,run-01,splithalf-02,-1.0220057,,0.14782111,,1.1077178,,-0.18577659,,-0.3937393,,0.95295584,
1,pixar002,run-01,splithalf-02,0.7434861,,-0.26485276,,0.7016438,,0.07289735,,-0.601881,,0.118863866,
2,pixar002,run-01,splithalf-02,0.65917575,,0.10652132,,0.29039177,,0.5160148,,0.08314501,,0.81897193,
3,pixar002,run-01,splithalf-02,1.9122928,,1.2998718,,0.5865741,,-0.7443275,,0.8260741,,0.79540265,
4,pixar002,run-01,splithalf-02,0.3742052,,-0.8020671,,0.796677,,-0.18563345,,-0.13673754,,0.47347456,
5,pixar002,run-01,splithalf-02,0.670094,,-0.7733634,,-0.46730137,,-0.84087545,,0.024863992,,-0.7372882,
6,pixar002,run-01,splithalf-02,0.5684179,,-0.81576157,,0.28133282,,-0.77175623,,-0.8665949,,0.43825787,
7,pixar002,run-01,splithalf-02,0.69397604,,0.29103976,,0.95859015,,0.70934755,,-0.3268589,,0.9455212,
8,pixar002,run-01,splithalf-02,0.3978265,,-0.79346293,,0.27220613,,0.12495506,,-0.4897307,,0.14654927,
9,pixar002,run-01,splithalf-02,0.644768,,0.08216164,,-0.73561287,,-0.28443056,,0.14309855,,-0.20904796,
10,pixar002,run-01,splithalf-02,0.6516191,,0.48826298,,0.28537917,,0.8412487,,0.31953177,,0.58241373,
11,pixar002,run-01,splithalf-02,0.9694444,,0.47611064,,0.28350025,,1.0196036,,0.55707514,,0.30368352,
12,pixar002,run-01,splithalf-02,-0.0038078546,,-0.82024956,,-0.058491737,,-0.14985839,,-0.43190545,,-0.6582074,
13,pixar002,run-01,splithalf-02,0.9453882,,-0.6395805,,0.35403103,,-0.004945986,,-0.30946892,,-0.0353935,
14,pixar002,run-01,splithalf-02,0.44008726,,0.059897862,,0.33149403,,-0.628569,,0.59699744,,-0.00881737,
15,pixar002,run-01,splithalf-02,1.7564833,,0.27451295,,0.030959398,,-1.085542,,1.2644149,,0.26784724,
16,pixar002,run-01,splithalf-02,0.8094948,,-0.17520368,,0.24141991,,-0.47995216,,0.33807498,,0.05253343,
17,pixar002,run-01,splithalf-02,-0.27382165,,-0.76628333,,0.32142645,,-0.28543174,,0.17842935,,0.2995572,
18,pixar002,run-01,splithalf-02,0.28115183,,-0.255382,,-0.0154688535,,-0.25232187,,0.26691878,,0.384816,
19,pixar002,run-01,splithalf-02,0.42912945,,-0.26236442,,0.5170974,,-0.2668422,,-0.43058616,,0.02303059,
20,pixar002,run-01,splithalf-02,0.55382764,,-0.30226308,,0.3476383,,-0.56636214,,-0.14241089,,0.13291356,
21,pixar002,run-01,splithalf-02,-0.12797837,,-0.18180433,,0.79693925,,-1.2938913,,-0.4784853,,0.23744626,
22,pixar002,run-01,splithalf-02,0.007207216,,-0.13484137,,0.30092284,,-0.6044984,,-0.11390606,,0.6158533,
23,pixar002,run-01,splithalf-02,0.31061918,,-0.20230325,,0.20079842,,-0.39840853,,-0.3982847,,0.30315828,
24,pixar002,run-01,splithalf-02,0.16891642,,0.33089727,,0.7920559,,-0.2631224,,0.0837567,,0.4924384,
25,pixar002,run-01,splithalf-02,1.3595699,,-0.14858915,,0.10583989,,-0.65197575,,0.26695684,,0.042393774,
26,pixar002,run-01,splithalf-02,-0.20602155,,-0.40054506,,-1.3936961,,-1.8051109,,0.6629888,,0.3756034,
27,pixar002,run-01,splithalf-02,-1.0801105,,-0.22862025,,-0.5485703,,0.11721768,,0.13805899,,-0.35105413,
28,pixar002,run-01,splithalf-02,-1.1731741,,0.17891394,,-0.6109986,,0.06153498,,-0.14613803,,-0.33181274,
29,pixar002,run-01,splithalf-02,0.10013771,,-0.37828702,,-0.020630775,,0.30600587,,0.14374122,,-0.477067,
30,pixar002,run-01,splithalf-02,-0.074668325,,0.9828909,,0.025998587,,0.25309488,,0.731033,,-0.1798004,
31,pixar002,run-01,splithalf-02,-1.2025697,,-0.40539923,,-0.6273314,,0.31738308,,0.9681078,,0.5406264,
32,pixar002,run-01,splithalf-02,-0.17915528,,0.14327867,,-0.46109304,,0.009774381,,2.1118817,,0.40498716,
33,pixar002,run-01,splithalf-02,-0.6477726,,-0.05678631,,-0.22359638,,0.30795902,,1.08273,,0.20140776,
34,pixar002,run-01,splithalf-02,-0.52024734,,0.23224048,,0.1719754,,0.8122281,,0.021043416,,0.43537465,
35,pixar002,run-01,splithalf-02,1.4871327,,1.1644785,,0.35716477,,1.4254478,,-0.3951469,,0.8277184,
36,pixar002,run-01,splithalf-02,-0.7537812,,0.6261441,,-0.14206679,,-0.35676187,,-0.07665555,,-0.3509411,
37,pixar002,run-01,splithalf-02,-0.1707853,,0.2684856,,0.11315377,,0.2147319,,-0.040659327,,-0.1073784,
38,pixar002,run-01,splithalf-02,-0.23557258,,0.98102456,,-0.4019041,,0.29294533,,0.039983135,,0.5061574,
39,pixar002,run-01,splithalf-02,-0.21495143,,1.2594762,,0.069073156,,0.21205342,,0.43522015,,0.1516767,
40,pixar002,run-01,splithalf-02,0.21538404,,1.0734605,,-0.025579507,,-0.03387169,,0.5736987,,0.4201277,
41,pixar002,run-01,splithalf-02,0.6960064,,0.7412654,,-0.59021413,,0.5001132,,0.7004638,,0.89814836,
42,pixar002,run-01,splithalf-02,-0.85217893,,0.8052107,,-0.5367854,,1.0795469,,1.1997151,,0.20249048,
43,pixar002,run-01,splithalf-02,-1.2053411,,0.23417354,,0.3589312,,-0.0093639735,,0.28864646,,0.7049178,
44,pixar002,run-01,splithalf-02,-0.54469454,,-0.28241438,,-0.6583897,,0.6211054,,-0.184406,,-0.048458323,
45,pixar002,run-01,splithalf-02,0.0308806,,0.7621773,,-0.7012476,,-0.2674787,,0.5349209,,0.3930371,
46,pixar002,run-01,splithalf-02,-0.008200476,,0.73620415,,-0.26152432,,-0.036765084,,-0.0038575828,,0.2906559,
47,pixar002,run-01,splithalf-02,0.23137656,,1.1821461,,-0.31702667,,0.27151287,,0.13654812,,0.43316674,
48,pixar002,run-01,splithalf-02,0.28936043,,0.66034997,,-0.07661638,,-0.2521146,,0.4075702,,0.10791373,
49,pixar002,run-01,splithalf-02,0.3244792,,1.0804121,,-0.35908833,,0.09663646,,0.15502922,,0.50267017,
50,pixar002,run-01,splithalf-02,1.1263498,,0.8397509,,0.34378815,,0.20881505,,-0.1488907,,1.0607703,
51,pixar002,run-01,splithalf-02,-0.5208676,,0.57129335,,-0.16167897,,0.7834166,,0.81352156,,0.9338009,
52,pixar002,run-01,splithalf-02,,,,,,,,,,,,
53,pixar002,run-01,splithalf-02,,,,,,,,,,,,
54,pixar002,run-01,splithalf-02,,,,,,,,,,,,
55,pixar002,run-01,splithalf-02,,,,,,,,,,,,
56,pixar002,run-01,splithalf-02,-1.4985886,,0.09039792,,-0.69981945,,0.5490184,,0.109309554,,-0.6408706,
57,pixar002,run-01,splithalf-02,-0.9297258,,0.18367378,,-1.2696389,,0.517805,,1.3539569,,0.26527858,
58,pixar002,run-01,splithalf-02,-0.83970565,,1.8167737,,0.6244306,,1.2382541,,0.056590132,,-0.09441878,
59,pixar002,run-01,splithalf-02,0.9742718,,0.8258225,,0.54011357,,0.9731623,,0.2524741,,-0.149295,
60,pixar002,run-01,splithalf-02,-0.3329297,,1.1151232,,0.08085158,,1.3794286,,0.08331446,,0.19593005,
61,pixar002,run-01,splithalf-02,-1.2573631,,-0.18511897,,-0.52119714,,0.014730498,,0.51900977,,-0.38331264,
62,pixar002,run-01,splithalf-02,0.13573062,,0.3209074,,-0.036924597,,-0.7738282,,-1.5004454,,-0.2012959,
63,pixar002,run-01,splithalf-02,-0.22170475,,0.1055362,,-0.036781233,,-0.3829755,,-0.3187975,,0.0076872483,
64,pixar002,run-01,splithalf-02,0.68356764,,-1.1902647,,0.49509034,,0.11167363,,-0.6148783,,0.039444547,
65,pixar002,run-01,splithalf-02,-0.084511384,,-0.15759256,,-0.09324147,,0.48692027,,-0.58911055,,-0.12631844,
66,pixar002,run-01,splithalf-02,-0.32843465,,0.13778667,,-0.17630836,,0.7294543,,0.36113867,,-0.39304498,
67,pixar002,run-01,splithalf-02,-1.1156499,,0.03754843,,-0.2765272,,0.51880676,,0.28732294,,-0.25173068,
68,pixar002,run-01,splithalf-02,-0.6178716,,-0.37936637,,0.3057817,,-0.2984883,,0.42156696,,-0.148194,
69,pixar002,run-01,splithalf-02,-0.25609803,,-1.3238553,,0.17993112,,-0.72225237,,-1.0426277,,-1.0652409,
70,pixar002,run-01,splithalf-02,-0.36273232,,-0.44325963,,0.37962267,,-0.15939192,,-1.0794374,,-0.5757437,
71,pixar002,run-01,splithalf-02,-0.58249176,,0.0147777945,,0.2654171,,0.6272329,,-0.53116435,,-0.9273966,
72,pixar002,run-01,splithalf-02,-0.78188217,,0.5115196,,0.44888765,,0.603915,,-0.9202486,,-0.7024085,
73,pixar002,run-01,splithalf-02,-0.1535924,,-0.34228185,,0.36316088,,0.09904905,,-0.15923244,,0.10104562,
74,pixar002,run-01,splithalf-02,-0.338705,,-1.4576815,,0.58753604,,0.62219274,,-0.86653054,,-0.6336131,
75,pixar002,run-01,splithalf-02,-0.2055713,,-1.454539,,-0.53653306,,1.0801283,,0.19781241,,-1.462906,
76,pixar002,run-01,splithalf-02,1.1136444,,-1.1917957,,2.400631,,-0.30345595,,-1.895471,,0.061045848,
77,pixar002,run-01,splithalf-02,0.6001617,,-0.1982562,,0.49097896,,-0.13711977,,-0.9990283,,-1.1048137,
78,pixar002,run-01,splithalf-02,0.091164514,,-2.8261223,,-0.38272232,,-1.396507,,-0.3586514,,-1.6722629,
79,pixar002,run-01,splithalf-02,-1.4132404,,-0.88029134,,-0.9537339,,-0.91563493,,-1.1584663,,-0.9238094,
80,pixar002,run-01,splithalf-02,-0.78852946,,-0.7373367,,-1.5895344,,-1.3755319,,-0.68327814,,-1.5452263,
81,pixar002,run-01,splithalf-02,-0.31952196,,-1.3817861,,-2.5390975,,-1.5563488,,-0.90257436,,-1.9928873,
0,pixar003,run-01,splithalf-01,,-1.0799626,,0.8782563,,-0.7935732,,0.98090094,,0.3272977,,0.7377475
1,pixar003,run-01,splithalf-01,,-0.34785575,,0.34277356,,-1.6889747,,0.40550822,,0.7035956,,0.59094983
2,pixar003,run-01,splithalf-01,,0.215398,,0.57741946,,-1.3119867,,1.0448782,,0.6129066,,0.5111412
3,pixar003,run-01,splithalf-01,,0.024359126,,0.5365465,,-1.7344967,,1.4190543,,0.78062403,,0.704085
4,pixar003,run-01,splithalf-01,,-0.89488286,,0.92493075,,-1.3364341,,1.331471,,0.81120265,,1.1578223
5,pixar003,run-01,splithalf-01,,-1.1305265,,0.47480956,,-1.6916202,,1.1624072,,0.5185081,,0.72491837
6,pixar003,run-01,splithalf-01,,-0.6638664,,0.7828313,,-1.3068435,,0.6848425,,1.0115249,,1.216081
7,pixar003,run-01,splithalf-01,,-0.8917595,,0.9008211,,-1.071871,,0.15412126,,0.6361269,,0.377927
8,pixar003,run-01,splithalf-01,,-0.010225728,,0.48764676,,-0.2780371,,0.49654752,,0.4818077,,0.18575156
9,pixar003,run-01,splithalf-01,,-0.3561023,,0.61329424,,-0.11025355,,0.7255929,,1.0370724,,1.0288036
10,pixar003,run-01,splithalf-01,,0.18756847,,1.0345553,,-0.44789773,,0.4108661,,0.989931,,0.13151987
11,pixar003,run-01,splithalf-01,,0.91023004,,1.2997189,,-0.22928815,,1.7710823,,1.927604,,1.2298625
12,pixar003,run-01,splithalf-01,,-0.6780612,,-0.7470379,,-0.7462405,,-0.48298445,,0.025129478,,0.47978336
13,pixar003,run-01,splithalf-01,,-0.4919693,,0.31793544,,0.30712396,,0.21605241,,1.0898288,,1.4465972
14,pixar003,run-01,splithalf-01,,-0.3745167,,1.1847432,,0.54145795,,0.100619175,,1.4154185,,1.1232305
15,pixar003,run-01,splithalf-01,,0.79682106,,2.374576,,0.11442523,,0.57887995,,1.7223523,,0.60649425
16,pixar003,run-01,splithalf-01,,-0.06797788,,0.8836805,,0.467763,,-0.05786265,,0.9548494,,-0.18963738
17,pixar003,run-01,splithalf-01,,0.28493243,,0.96137655,,0.18800731,,0.82727766,,1.2260253,,0.29224423
18,pixar003,run-01,splithalf-01,,1.8103685,,0.57750833,,1.2394711,,0.7170747,,-0.4379409,,-0.60432637
19,pixar003,run-01,splithalf-01,,-0.17909135,,0.23076525,,-0.08195744,,0.72867835,,-0.91501534,,-0.8658775
20,pixar003,run-01,splithalf-01,,-0.718754,,-0.8302865,,-0.34748325,,-0.07083234,,-0.72980064,,-1.1272753
21,pixar003,run-01,splithalf-01,,-1.8306084,,1.1551015,,-0.60554796,,-0.62204814,,0.5175518,,0.5678216
22,pixar003,run-01,splithalf-01,,-0.90731907,,-0.95013154,,-1.173147,,-0.16836394,,-1.9998779,,-0.5003944
23,pixar003,run-01,splithalf-01,,-0.8730623,,-1.521079,,-0.297669,,-1.991544,,-1.4984484,,-1.5102017
24,pixar003,run-01,splithalf-01,,0.309297,,-1.2452581,,0.6183161,,-1.3906031,,-1.1198936,,-1.0635846
25,pixar003,run-01,splithalf-01,,0.06486775,,-0.9060367,,0.069393836,,-1.1668274,,-0.6832179,,-0.33209154
26,pixar003,run-01,splithalf-01,,0.20595336,,-0.28221345,,0.32654315,,-1.1668081,,-1.083526,,-0.65663975
27,pixar003,run-01,splithalf-01,,-0.3520096,,0.32243976,,0.40448728,,-0.64646685,,-0.9013697,,0.07878761
28,pixar003,run-01,splithalf-01,,-0.69706565,,0.280236,,-0.0071205646,,-0.99601585,,-0.7810765,,0.40424022
29,pixar003,run-01,splithalf-01,,-0.369141,,-0.3517388,,-0.419524,,-1.4037427,,-2.0386992,,-0.86464083
30,pixar003,run-01,splithalf-01,,-0.43874758,,0.735221,,0.80195045,,0.20566496,,0.35605663,,0.59735805
31,pixar003,run-01,splithalf-01,,-0.9072672,,-0.41745186,,-0.20938316,,-0.2809031,,-0.91128695,,0.12278011
32,pixar003,run-01,splithalf-01,,-0.82878494,,-0.1728658,,-0.013469748,,0.25632995,,-0.19302449,,-0.20311394
33,pixar003,run-01,splithalf-01,,-0.3007654,,0.31350797,,-0.34879088,,-0.15844527,,0.07488413,,-0.18881886
34,pixar003,run-01,splithalf-01,,0.6564908,,0.67413855,,0.18381217,,0.25022808,,-0.034005,,-0.763919
35,pixar003,run-01,splithalf-01,,0.30031848,,0.54550457,,0.23096712,,0.41094956,,0.18870144,,-0.42578477
36,pixar003,run-01,splithalf-01,,0.1999851,,0.09289025,,0.76285094,,-0.40828627,,0.19621144,,-0.77591074
37,pixar003,run-01,splithalf-01,,-0.10563304,,0.21100414,,0.20509982,,-1.0600078,,0.32452297,,0.47174716
38,pixar003,run-01,splithalf-01,,-0.48728123,,-0.88510686,,0.35414165,,-1.5586821,,-0.15693566,,0.10962115
39,pixar003,run-01,splithalf-01,,0.22228985,,0.21010861,,0.23568921,,-0.7566519,,0.31894225,,0.14937854
40,pixar003,run-01,splithalf-01,,0.09231589,,-0.030059839,,0.0639537,,-0.030369684,,0.3671774,,0.032113753
41,pixar003,run-01,splithalf-01,,1.0594097,,0.18161908,,0.67032176,,-0.13309468,,0.70127726,,0.78818923
42,pixar003,run-01,splithalf-01,,1.2899193,,-0.3762924,,0.8882588,,-0.85039234,,-0.05399818,,0.33926535
43,pixar003,run-01,splithalf-01,,0.64924896,,0.5542674,,0.63947064,,-0.45060855,,0.63335675,,0.3301703
44,pixar003,run-01,splithalf-01,,1.2724184,,-0.5074426,,1.4653238,,0.37373552,,0.62480813,,0.03916519
45,pixar003,run-01,splithalf-01,,2.3539853,,-0.6530763,,1.4712719,,0.01405271,,0.48102182,,-0.22746596
46,pixar003,run-01,splithalf-01,,1.3677003,,0.38503012,,0.9695775,,0.45891935,,0.82395154,,-0.2168571
47,pixar003,run-01,splithalf-01,,1.4787265,,0.10366466,,1.4399111,,0.7231289,,0.88538706,,0.08328817
48,pixar003,run-01,splithalf-01,,0.9961773,,0.17365679,,1.2467104,,0.3265209,,1.157048,,1.1693734
49,pixar003,run-01,splithalf-01,,1.1971601,,0.2686618,,1.0318484,,1.6527386,,0.5365039,,1.0881132
50,pixar003,run-01,splithalf-01,,0.3580261,,-1.1508672,,0.4834005,,0.8776469,,-0.025471902,,0.4644618
51,pixar003,run-01,splithalf-01,,0.18462417,,-1.2038113,,0.41175288,,0.18536352,,-0.33768418,,-0.041708432
52,pixar003,run-01,splithalf-01,,0.34112152,,0.04315269,,0.47438937,,-1.0493063,,0.039618768,,-0.24163032
53,pixar003,run-01,splithalf-01,,1.1141819,,0.9458555,,0.59658575,,0.86423266,,1.5337301,,1.6673625
54,pixar003,run-01,splithalf-01,,0.74034816,,-0.26133323,,0.73718107,,-0.48982057,,0.13243347,,-0.17193386
55,pixar003,run-01,splithalf-01,,0.7992103,,0.46913108,,0.71037275,,0.4005974,,0.8276227,,0.5954382
56,pixar003,run-01,splithalf-01,,0.1191928,,-1.1275467,,0.22195673,,-0.7612008,,-0.879776,,-0.6831497
57,pixar003,run-01,splithalf-01,,1.1882025,,0.17602691,,0.023745783,,-0.5024079,,0.31826687,,-0.5132167
58,pixar003,run-01,splithalf-01,,0.24236377,,-0.59795845,,0.60311806,,-0.084403835,,-0.52749234,,-0.2036407
59,pixar003,run-01,splithalf-01,,0.42069978,,0.58967924,,0.61916864,,1.0057701,,0.6984445,,0.50344074
60,pixar003,run-01,splithalf-01,,-0.70016176,,1.2966046,,0.27293167,,0.9859435,,0.64811885,,0.48979244
61,pixar003,run-01,splithalf-01,,-1.2240239,,0.65929526,,-0.22766204,,0.6205305,,-0.17409313,,-0.0084966365
62,pixar003,run-01,splithalf-01,,-0.6862078,,-0.04453267,,-0.22000098,,1.1962051,,-0.008991716,,0.6305566
63,pixar003,run-01,splithalf-01,,-0.9064401,,0.25950426,,-0.40816754,,0.9940117,,0.15161361,,-0.315109
64,pixar003,run-01,splithalf-01,,-1.3010228,,0.7135287,,-1.2499249,,-0.34263805,,-0.6539939,,-0.99915713
65,pixar003,run-01,splithalf-01,,-1.0867559,,-0.40996128,,-0.7630955,,-0.8105429,,-0.98512185,,-0.9286083
66,pixar003,run-01,splithalf-01,,-0.38920003,,-1.8253384,,-0.47286564,,-0.84407437,,-1.8182827,,-1.3016694
67,pixar003,run-01,splithalf-01,,0.07455267,,-1.0316064,,-0.13155867,,-0.49322805,,-0.7824567,,-0.13773124
68,pixar003,run-01,splithalf-01,,-0.64464015,,-1.288895,,0.124140166,,-0.81724405,,-1.211286,,-0.20294161
69,pixar003,run-01,splithalf-01,,-0.97945654,,-0.8557811,,-0.036420286,,-0.79658943,,-0.93293744,,-0.76549554
70,pixar003,run-01,splithalf-01,,-0.28123975,,-0.22266552,,-0.46911758,,0.22875817,,-0.7318257,,0.4119687
71,pixar003,run-01,splithalf-01,,-0.7214389,,-0.43030128,,-0.52362406,,-0.43229452,,-0.7344198,,-0.19819911
72,pixar003,run-01,splithalf-01,,0.039973967,,-0.68917495,,-0.5090869,,-0.9717432,,-1.259656,,-1.5082906
73,pixar003,run-01,splithalf-01,,0.2340908,,-0.7935054,,0.13497439,,-0.27993426,,-0.9935171,,-1.4579432
74,pixar003,run-01,splithalf-01,,0.5720552,,-0.32945943,,-0.3121729,,-0.20594704,,0.02685971,,-0.5907334
75,pixar003,run-01,splithalf-01,,0.12646793,,-0.95231783,,-0.24279948,,-0.30458498,,-0.67275107,,-0.7443642
76,pixar003,run-01,splithalf-01,,0.38899723,,-0.1000972,,0.33948496,,0.14868557,,0.5129024,,0.52540386
77,pixar003,run-01,splithalf-01,,-0.078469135,,-0.83228683,,0.4119145,,0.33364072,,-0.5310843,,-0.44366446
78,pixar003,run-01,splithalf-01,,-1.066055,,0.56877166,,-0.27575904,,0.1794633,,0.09394431,,0.10252174
79,pixar003,run-01,splithalf-01,,0.8428915,,-0.67037165,,-0.31100956,,-0.81259364,,-0.435333,,-1.2333405
80,pixar003,run-01,splithalf-01,,0.008113327,,-1.2853264,,-1.0588497,,-0.5776144,,-1.0009788,,-0.7140738
81,pixar003,run-01,splithalf-01,,0.30727082,,-1.3336232,,0.36045408,,-0.021005059,,-1.2073785,,-0.38603562
0,pixar003,run-01,splithalf-02,0.9129634,,0.76151377,,1.3416674,,1.3480158,,0.6446697,,1.2268202,
1,pixar003,run-01,splithalf-02,0.7842989,,0.35888425,,1.9549181,,1.3891952,,-0.5241144,,0.8003805,
2,pixar003,run-01,splithalf-02,1.1502578,,1.3816541,,1.0917324,,1.8758776,,0.89965916,,1.274207,
3,pixar003,run-01,splithalf-02,0.20001087,,0.7854298,,0.099512935,,0.20222883,,-0.04532053,,-0.011093354,
4,pixar003,run-01,splithalf-02,0.71575916,,1.233622,,0.35733792,,0.23484322,,0.46863478,,0.70004284,
5,pixar003,run-01,splithalf-02,0.310363,,1.399437,,0.5843993,,0.57230365,,0.6929759,,0.7674801,
6,pixar003,run-01,splithalf-02,0.40986806,,1.1409864,,0.7940118,,0.98310673,,0.78759295,,0.96018726,
7,pixar003,run-01,splithalf-02,0.8930726,,1.83484,,1.476306,,1.3071687,,1.6969754,,0.7140396,
8,pixar003,run-01,splithalf-02,2.03231,,0.73458695,,1.5168966,,1.5287899,,0.86221945,,1.2518601,
9,pixar003,run-01,splithalf-02,1.0659196,,0.82007235,,0.7634696,,1.5763651,,0.3912224,,1.231808,
10,pixar003,run-01,splithalf-02,0.83735096,,0.21516028,,0.406066,,0.69785583,,0.11379572,,0.89608556,
11,pixar003,run-01,splithalf-02,1.1133217,,-0.0314276,,0.4623805,,0.865907,,0.36277264,,0.5140281,
12,pixar003,run-01,splithalf-02,0.20573334,,-0.13243729,,0.5495489,,0.6421559,,0.03799081,,0.37136814,
13,pixar003,run-01,splithalf-02,0.89933795,,1.0702428,,1.7710884,,0.71898997,,0.29387608,,0.93324023,
14,pixar003,run-01,splithalf-02,0.71488935,,0.44374973,,0.95731574,,0.7471067,,0.020786986,,0.2829202,
15,pixar003,run-01,splithalf-02,-0.16470215,,-0.66912794,,-0.104304016,,0.2506578,,0.05017091,,0.34121,
16,pixar003,run-01,splithalf-02,0.53356266,,-0.8977642,,-0.2997225,,0.43921322,,-0.25969106,,0.45661312,
17,pixar003,run-01,splithalf-02,0.9360658,,-0.20603064,,0.6864027,,0.86054194,,-0.11384751,,1.2224696,
18,pixar003,run-01,splithalf-02,-0.020960782,,-0.31302184,,0.034958106,,-0.22026224,,-0.543296,,0.10842451,
19,pixar003,run-01,splithalf-02,0.89716184,,-0.1318681,,0.37098485,,0.3464119,,-0.39291248,,0.5921074,
20,pixar003,run-01,splithalf-02,0.6781054,,-0.4176914,,-0.30000576,,0.13155226,,-0.81099576,,0.10853666,
21,pixar003,run-01,splithalf-02,0.6967841,,-0.13327749,,0.8397133,,1.2550633,,-1.1150018,,1.1122668,
22,pixar003,run-01,splithalf-02,0.87543565,,1.0528446,,1.0144705,,0.9903892,,0.20553946,,0.45567513,
23,pixar003,run-01,splithalf-02,0.15799761,,0.78405493,,0.41792902,,0.33732608,,0.58115625,,0.05542128,
24,pixar003,run-01,splithalf-02,0.34815574,,0.27680078,,0.19223952,,-0.054126382,,0.19758491,,-0.21702139,
25,pixar003,run-01,splithalf-02,1.4266325,,-0.27358925,,0.36922088,,0.3962729,,-0.1379215,,0.25996405,
26,pixar003,run-01,splithalf-02,0.26010647,,-0.5770734,,0.82201445,,0.08007816,,-0.014712663,,0.41995144,
27,pixar003,run-01,splithalf-02,1.064771,,-0.10302545,,0.97056305,,0.5015734,,0.272708,,0.64977276,
28,pixar003,run-01,splithalf-02,0.74024904,,0.31742552,,1.1165454,,0.42051706,,0.7734903,,0.56452507,
29,pixar003,run-01,splithalf-02,0.93042773,,0.81973153,,0.7606495,,0.7117698,,0.46131104,,0.55176103,
30,pixar003,run-01,splithalf-02,1.1209142,,1.2834771,,0.8869883,,0.5997535,,0.5402087,,0.16625017,
31,pixar003,run-01,splithalf-02,0.03319363,,-0.037979294,,0.57767665,,-0.10649519,,-0.4416191,,-0.03487981,
